CrewID,Name,Role,FlightNumber,Certification,FlightHours,DutyHours,Legal,ViolationReason
1359b130-6544-46f4-b5e2-3c1fc077b898,Morgan Brown,Captain,UA5542,A321,2.78,4.28,True,
f514cd43-3757-4d60-a6b4-a5d46084d37f,Morgan Davis,First Officer,UA5542,A320,2.78,4.28,True,
d8cb5002-7bc1-4c5b-bbf9-019977a539de,Jamie Johnson,Flight Attendant,UA5542,B737,2.78,4.28,True,
237c4471-f791-4259-b182-cb462a14777d,Morgan Martinez,Flight Attendant,UA5542,A320,2.78,4.28,True,
3be1ede0-0a4b-4943-a220-d82d5c1aa7ea,Jamie Brown,Flight Attendant,UA5542,A320,2.78,4.28,True,
d594f90c-2782-4d40-98b1-51971375ab1d,Alex Garcia,Flight Attendant,UA5542,A320,2.78,4.28,True,
c08e6a7c-8efd-41dd-99e1-c3663fbec651,Avery Johnson,Captain,UA7811,B737,2.9,4.4,True,
14fb8519-c974-4bbe-8e8a-63deb7d9ac4a,Morgan Johnson,First Officer,UA7811,A320,2.9,4.4,True,
a7fc36bc-01f3-4147-aefe-74cf24224c5a,Casey Lee,Flight Attendant,UA7811,A321,2.9,4.4,True,
b559cb75-f197-4e54-a1b5-ddc464123868,Jamie Smith,Flight Attendant,UA7811,CRJ900,2.9,4.4,True,
92df4353-0a8f-4108-a955-5cd611cba649,Jamie Davis,Flight Attendant,UA7811,A321,2.9,4.4,True,
12389dd4-b2d0-4f68-a438-86820604f57c,Casey Johnson,Captain,UA6628,B737,4.2,5.7,True,
fdbda58d-a6ac-4cc7-ac01-a9536fe0c520,Avery Garcia,First Officer,UA6628,A320,4.2,5.7,True,
48fb532b-2911-46ea-ab5b-9d912777f7b7,Morgan Johnson,Flight Attendant,UA6628,A321,4.2,5.7,True,
f7b6dfd1-c8f7-448e-9779-37cf15b3cd52,Morgan Davis,Flight Attendant,UA6628,B737,4.2,5.7,True,
922cf7d8-929c-4d5c-9a66-5293a8b576ba,Reese Martinez,Flight Attendant,UA6628,CRJ900,4.2,5.7,True,
e16f0346-4989-4bb6-812c-962e135354da,Morgan Smith,Flight Attendant,UA6628,CRJ900,4.2,5.7,True,
c41428f4-9d1e-4aa6-b188-3bb38bedb833,Alex Brown,Flight Attendant,UA6628,B787,4.2,5.7,True,
1359b130-6544-46f4-b5e2-3c1fc077b898,Morgan Brown,Captain,UA8885,A321,7.67,10.67,True,
f514cd43-3757-4d60-a6b4-a5d46084d37f,Morgan Davis,First Officer,UA8885,A321,7.67,10.67,True,
d8cb5002-7bc1-4c5b-bbf9-019977a539de,Jamie Johnson,Flight Attendant,UA8885,B787,7.67,10.67,True,
237c4471-f791-4259-b182-cb462a14777d,Morgan Martinez,Flight Attendant,UA8885,B737,7.67,10.67,True,
3be1ede0-0a4b-4943-a220-d82d5c1aa7ea,Jamie Brown,Flight Attendant,UA8885,B737,7.67,10.67,True,
14123810-3b2a-4f2e-93c7-6f71115fb906,Casey Brown,Captain,UA5763,CRJ900,4.45,5.95,True,
be00a7ce-6b67-4298-a9c7-63c0893f41ac,Casey Lee,First Officer,UA5763,A320,4.45,5.95,True,
0974dccc-be03-471c-93d7-c6e99f21de02,Taylor Garcia,Flight Attendant,UA5763,B737,4.45,5.95,True,
dfa90590-8dae-4673-85a6-431aa4b2ffe6,Casey Martinez,Flight Attendant,UA5763,CRJ900,4.45,5.95,True,
dd760827-5631-495f-a9e7-21aaeb914092,Avery Garcia,Flight Attendant,UA5763,A320,4.45,5.95,True,
6c4d5de0-d5a1-4e76-862f-d18ea198f120,Alex Smith,Flight Attendant,UA5763,A321,4.45,5.95,True,
39ebd61e-0867-4f0c-b01f-dd5113a06e92,Alex Garcia,Flight Attendant,UA5763,B787,4.45,5.95,True,
c3ee0a15-21db-429d-8056-50bdfba17424,Morgan Johnson,Flight Attendant,UA5763,CRJ900,4.45,5.95,True,
31e2b66f-09af-4c78-a4d0-fe816ead34b3,Jordan Johnson,Captain,UA7244,B787,2.75,4.25,True,
f5c8dbf5-276d-4861-ab79-4541f5450a6c,Alex Garcia,First Officer,UA7244,CRJ900,2.75,4.25,True,
ab75c227-fbb4-4518-a748-3f6e8b13915d,Casey Davis,Flight Attendant,UA7244,B787,2.75,4.25,True,
98f8341b-e16a-4ead-94ee-1c661df392c5,Taylor Johnson,Flight Attendant,UA7244,B787,2.75,4.25,True,
d1aacd5e-3ae4-4ea9-8e3b-6a47706850e6,Jordan Garcia,Flight Attendant,UA7244,B787,2.75,4.25,True,
a425ec95-f3b1-4449-a2f7-b14df781dd8d,Casey Lee,Flight Attendant,UA7244,CRJ900,2.75,4.25,True,
335714db-6727-451b-913b-ce2aaef0ca09,Taylor Garcia,Flight Attendant,UA7244,B737,2.75,4.25,True,
6d8e27ff-52f6-46d0-bca6-b91e0050645f,Morgan Davis,Flight Attendant,UA7244,A321,2.75,4.25,True,
447c545e-8868-4cad-b74d-8b05d2e4eaaa,Morgan Lee,Captain,UA5243,B787,7.98,10.98,True,
03a7ac10-cd92-474d-80c3-27aa1e7362e1,Reese Brown,First Officer,UA5243,CRJ900,7.98,10.98,True,
cf73ba11-9f9a-4575-ba30-8bc5bbce470b,Reese Smith,Flight Attendant,UA5243,A321,5.9,8.9,True,
03437289-b570-477d-b7b6-65029af913ac,Morgan Davis,Flight Attendant,UA5243,A320,5.9,8.9,True,
95c5bae9-07f0-42eb-9089-be61cc55e03c,Jamie Smith,Flight Attendant,UA5243,A320,5.9,8.9,True,
7e9c906b-123d-4bc1-b74d-5f5158bdc565,Morgan Garcia,Flight Attendant,UA5243,B737,5.9,8.9,True,
754a7e7c-f420-4da8-864b-a0bbae1ae57e,Morgan Davis,Flight Attendant,UA5243,A321,6.18,9.18,True,
5a426944-1bcb-43c2-8a27-cadd9b5baab2,Morgan Smith,Flight Attendant,UA5243,A320,7.98,10.98,True,
8fc4bed8-1cd8-461b-b315-a0b99cb3813f,Morgan Johnson,Captain,UA4944,CRJ900,3.73,5.23,True,
f1ffb2d8-2f53-4aaa-b301-c60212c7d9c7,Taylor Garcia,First Officer,UA4944,A321,3.73,5.23,True,
5c5085c6-c157-4d18-8d7c-2f0957ad7b6d,Taylor Lee,Flight Attendant,UA4944,B787,3.73,5.23,True,
81c82076-02df-4b92-a29a-b735d8d09c0b,Avery Davis,Flight Attendant,UA4944,B787,3.73,5.23,True,
0a5081ec-8d17-42d4-9dee-9cbe36625309,Casey Johnson,Flight Attendant,UA4944,CRJ900,3.73,5.23,True,
f56b3917-adf0-49e7-97e9-2f18e7e1831d,Reese Smith,Flight Attendant,UA4944,CRJ900,3.73,5.23,True,
0319fa8c-a229-4f2a-9832-bd938ba939ee,Casey Johnson,Flight Attendant,UA4944,B737,3.73,5.23,True,
0614840b-3476-4eae-9ac2-6d83933e1adb,Jordan Smith,Flight Attendant,UA4944,CRJ900,3.73,5.23,True,
5c3ab22e-b7cb-4638-bec1-e3667d8a13ac,Reese Johnson,Captain,UA106,B737,3.58,5.08,True,
87df3965-fd0a-45de-8f76-0b9ab100a14a,Casey Garcia,First Officer,UA106,B737,3.58,5.08,True,
6096a313-fa1f-473e-acc4-23beaf0903e6,Morgan Garcia,Flight Attendant,UA106,B787,3.58,5.08,True,
3cdee7f4-e25f-47f2-ab0c-704db04d83ee,Alex Martinez,Flight Attendant,UA106,CRJ900,3.58,5.08,True,
b1a98626-467a-4f88-9fac-465f507abe17,Alex Brown,Flight Attendant,UA106,B787,3.58,5.08,True,
65a27c79-f0e9-4041-8c15-4bc83f55f3d4,Jamie Brown,Flight Attendant,UA106,A320,3.58,5.08,True,
22cec14e-7b08-4006-9b2b-a8efcfc067a3,Reese Lee,Flight Attendant,UA106,A320,3.58,5.08,True,
c3ac577d-81b6-4650-b949-0039fdad2908,Alex Davis,Flight Attendant,UA106,CRJ900,3.58,5.08,True,
12389dd4-b2d0-4f68-a438-86820604f57c,Casey Johnson,Captain,UA3601,A320,7.67,10.67,True,
fdbda58d-a6ac-4cc7-ac01-a9536fe0c520,Avery Garcia,First Officer,UA3601,B787,7.67,10.67,True,
d594f90c-2782-4d40-98b1-51971375ab1d,Alex Garcia,Flight Attendant,UA3601,A321,6.25,9.25,True,
48fb532b-2911-46ea-ab5b-9d912777f7b7,Morgan Johnson,Flight Attendant,UA3601,CRJ900,7.67,10.67,True,
f7b6dfd1-c8f7-448e-9779-37cf15b3cd52,Morgan Davis,Flight Attendant,UA3601,A321,7.67,10.67,True,
31e2b66f-09af-4c78-a4d0-fe816ead34b3,Jordan Johnson,Captain,UA1630,A321,7.1,10.1,True,
f5c8dbf5-276d-4861-ab79-4541f5450a6c,Alex Garcia,First Officer,UA1630,B737,7.1,10.1,True,
ab75c227-fbb4-4518-a748-3f6e8b13915d,Casey Davis,Flight Attendant,UA1630,B737,7.1,10.1,True,
98f8341b-e16a-4ead-94ee-1c661df392c5,Taylor Johnson,Flight Attendant,UA1630,A320,7.1,10.1,True,
d1aacd5e-3ae4-4ea9-8e3b-6a47706850e6,Jordan Garcia,Flight Attendant,UA1630,A320,7.1,10.1,True,
dfbf8692-8763-4fc9-8c86-98e9bc03b1ea,Reese Garcia,Captain,UA1293,B737,3.65,5.15,True,
5145da08-bdb9-4346-b675-3aac0c57b69a,Avery Lee,First Officer,UA1293,CRJ900,3.65,5.15,True,
e0989aa4-1c7e-4db2-ab84-c7abab3d7c9e,Morgan Martinez,Flight Attendant,UA1293,A320,3.65,5.15,True,
021ca491-8826-41d0-9fbe-bb46f7bdfc37,Avery Davis,Flight Attendant,UA1293,A321,3.65,5.15,True,
763dd1fb-93f6-48bb-befd-1c2bef1d4115,Jamie Martinez,Flight Attendant,UA1293,B737,3.65,5.15,True,
c2e5ae0c-95d1-412e-89d6-3cc9a70207f8,Jordan Brown,Captain,UA190,A321,2.68,4.18,True,
4360e918-3c7c-4702-bf55-9f34e450e759,Morgan Martinez,First Officer,UA190,B787,2.68,4.18,True,
1c021e9e-5d78-47fb-bcc6-92ac227ef276,Morgan Brown,Flight Attendant,UA190,B737,2.68,4.18,True,
ced58659-5c48-42f7-b3fb-3b1192487b48,Avery Johnson,Flight Attendant,UA190,B737,2.68,4.18,True,
079a9b18-b653-411e-b837-e856f42646ca,Jamie Smith,Flight Attendant,UA190,B737,2.68,4.18,True,
2e071f91-7fc4-4bd1-8ebc-5cfe4dc167d5,Jordan Lee,Flight Attendant,UA190,B737,2.68,4.18,True,
1574bd03-3413-456b-990d-4729662c542c,Casey Davis,Captain,UA2284,A321,2.48,3.98,True,
b0535b71-30dd-4064-90e2-9dd1c225ab27,Jamie Davis,First Officer,UA2284,B737,2.48,3.98,True,
a5f1287e-3dbb-4e36-97ae-4abf2cb81c21,Casey Smith,Flight Attendant,UA2284,B737,2.48,3.98,True,
ced67b53-828e-40c1-8561-8846a2d233bc,Taylor Davis,Flight Attendant,UA2284,A320,2.48,3.98,True,
ef5ab4b7-92db-47ff-a58d-1995a7150b40,Morgan Johnson,Flight Attendant,UA2284,CRJ900,2.48,3.98,True,
58e309c9-b5f8-4261-b1d7-526afe7794d7,Jordan Johnson,Captain,UA9076,CRJ900,3.88,5.38,True,
2a53a681-7ad6-4ba3-80ac-732baaec56f5,Reese Davis,First Officer,UA9076,CRJ900,3.88,5.38,True,
306afdc6-f21d-47dc-a622-68dd1d773fc5,Reese Brown,Flight Attendant,UA9076,B787,3.88,5.38,True,
90b67b5b-e8df-4a84-852f-b36c33dd83e3,Taylor Martinez,Flight Attendant,UA9076,CRJ900,3.88,5.38,True,
15f1c626-1ea6-4427-8aea-03fd38ae77f6,Jordan Martinez,Flight Attendant,UA9076,A321,3.88,5.38,True,
898eb224-bd9c-4073-a83c-a5f49d1c36d3,Alex Garcia,Captain,UA4019,CRJ900,4.52,6.02,True,
e090b8f2-324f-4f39-8fd3-3c926d5a49a3,Alex Davis,First Officer,UA4019,B787,4.52,6.02,True,
6e0e106f-83a2-477c-80d2-4d1cae821697,Morgan Brown,Flight Attendant,UA4019,CRJ900,4.52,6.02,True,
318ac2a4-f6dc-4315-be25-0ea4a2665e66,Reese Smith,Flight Attendant,UA4019,A320,4.52,6.02,True,
6c8f4bb9-91de-406b-9bec-bcb7da55a397,Jordan Martinez,Flight Attendant,UA4019,CRJ900,4.52,6.02,True,
a099b2d2-cf74-4376-ae57-23dbc82d8a25,Reese Martinez,Flight Attendant,UA4019,A320,4.52,6.02,True,
15fe09cf-248a-431d-a153-20ea7cd8a7fc,Avery Johnson,Flight Attendant,UA4019,A320,4.52,6.02,True,
e1c05794-c520-452b-a7e9-8c53929196f2,Jordan Garcia,Captain,UA2571,A320,6.7,9.7,True,
05cd4d85-677e-4f0c-8bb0-2457b4df6916,Avery Brown,First Officer,UA2571,A320,6.7,9.7,True,
958beee7-0cda-498e-833e-979ea6324562,Morgan Davis,Flight Attendant,UA2571,A320,6.7,9.7,True,
09a13b7a-08c3-44ab-a2f9-6bd5bd2d6558,Avery Lee,Flight Attendant,UA2571,A321,6.7,9.7,True,
1033546c-596d-442b-995a-ad1fa80965a1,Morgan Garcia,Flight Attendant,UA2571,CRJ900,6.7,9.7,True,
c2739b9c-a47e-411f-8ab8-71b9ef09bedd,Alex Johnson,Flight Attendant,UA2571,B787,6.7,9.7,True,
68dccb36-cc92-42b9-9278-1204fa9aa2bd,Casey Garcia,Flight Attendant,UA2571,CRJ900,6.7,9.7,True,
d015512e-5e4b-4738-9a8a-523750f9ef3c,Casey Brown,Captain,UA6912,B737,4.48,5.98,True,
83f61653-7714-4bdb-aa78-5033944a00fd,Jamie Johnson,First Officer,UA6912,B787,4.48,5.98,True,
48d3fcaf-2464-4841-9689-4752821a32b7,Jamie Smith,Flight Attendant,UA6912,A320,4.48,5.98,True,
75ed5bd6-fa89-4e34-8a3e-290f1d1ddb4d,Jamie Smith,Flight Attendant,UA6912,B737,4.48,5.98,True,
0c2b8e47-d5b3-4bbb-b5e6-b95cc5a1ca3d,Avery Martinez,Flight Attendant,UA6912,CRJ900,4.48,5.98,True,
8785cabe-71a2-4049-98fe-25773b5cf39c,Taylor Garcia,Flight Attendant,UA6912,A320,4.48,5.98,True,
fc41608f-c80d-40f9-9e96-c2665144a173,Avery Johnson,Captain,UA196,A321,7.95,10.95,True,
99c1932b-9a5d-49a9-a351-4b01fa900f5c,Jordan Lee,First Officer,UA196,B787,7.95,10.95,True,
112b1643-b819-4ef9-9f00-7cabe70c95ec,Morgan Martinez,Flight Attendant,UA196,CRJ900,7.83,10.83,True,
29c58466-b5f7-4ebd-96d5-1fba646b24b2,Jordan Martinez,Flight Attendant,UA196,A320,7.83,10.83,True,
2bf661fe-5c82-43b6-9b5c-19c9b1ae2dbf,Jordan Martinez,Flight Attendant,UA196,B737,7.95,10.95,True,
c5d9592f-c001-4fa9-9c79-f0d66f69ac32,Jamie Lee,Flight Attendant,UA196,CRJ900,7.95,10.95,True,
85b56d39-7d6f-41dd-b242-25740ca6d06b,Jordan Davis,Flight Attendant,UA196,A321,7.95,10.95,True,
4a1952d1-66fd-4fcc-9223-6c6bdd919fb8,Taylor Lee,Captain,UA3713,B737,4.95,6.45,True,
677c8e75-0817-47ae-b88f-1d1fc5fb1c77,Jordan Brown,First Officer,UA3713,CRJ900,4.95,6.45,True,
76866015-da68-44e7-a3cf-3d9c4b5e7929,Casey Smith,Flight Attendant,UA3713,B737,4.95,6.45,True,
18e3a554-39a6-4c8b-8572-6d134975c50e,Alex Smith,Flight Attendant,UA3713,A321,4.95,6.45,True,
18bdad5b-2baf-427c-8fbe-382a83b15b1e,Jordan Lee,Flight Attendant,UA3713,A321,4.95,6.45,True,
67f39217-0bd1-49f3-abb4-92ba43886877,Morgan Davis,Flight Attendant,UA3713,B787,4.95,6.45,True,
c2e5ae0c-95d1-412e-89d6-3cc9a70207f8,Jordan Brown,Captain,UA6724,CRJ900,7.53,10.53,True,
4360e918-3c7c-4702-bf55-9f34e450e759,Morgan Martinez,First Officer,UA6724,B787,7.53,10.53,True,
a425ec95-f3b1-4449-a2f7-b14df781dd8d,Casey Lee,Flight Attendant,UA6724,B737,7.6,10.6,True,
335714db-6727-451b-913b-ce2aaef0ca09,Taylor Garcia,Flight Attendant,UA6724,CRJ900,7.6,10.6,True,
6d8e27ff-52f6-46d0-bca6-b91e0050645f,Morgan Davis,Flight Attendant,UA6724,A320,7.6,10.6,True,
1c021e9e-5d78-47fb-bcc6-92ac227ef276,Morgan Brown,Flight Attendant,UA6724,A321,7.53,10.53,True,
ced58659-5c48-42f7-b3fb-3b1192487b48,Avery Johnson,Flight Attendant,UA6724,CRJ900,7.53,10.53,True,
1cd7b44f-d024-461f-a483-00d46ff803f4,Reese Garcia,Captain,UA1475,A321,4.02,5.52,True,
c17bf1c2-274f-4f6f-a4da-cab52bcc90e4,Casey Smith,First Officer,UA1475,A320,4.02,5.52,True,
60d2a240-de47-465e-8c0a-d57c045e362e,Reese Garcia,Flight Attendant,UA1475,B787,4.02,5.52,True,
1a90a6bd-cd4d-4a73-97fc-57325f64eab6,Jamie Davis,Flight Attendant,UA1475,A320,4.02,5.52,True,
a058408d-a7ff-4c4f-839a-fe02e1c4963f,Avery Garcia,Flight Attendant,UA1475,A321,4.02,5.52,True,
5c746c7a-b29b-4638-b2e4-545f165d5c86,Avery Brown,Flight Attendant,UA1475,CRJ900,4.02,5.52,True,
23175083-6e34-4663-a55f-6729e6a40251,Jamie Lee,Flight Attendant,UA1475,A320,4.02,5.52,True,
383adb46-ca6d-4694-8609-71c011cef0a1,Alex Johnson,Flight Attendant,UA1475,A320,4.02,5.52,True,
a4d3d3ac-374f-4b7f-8292-25701df93ca0,Taylor Martinez,Captain,UA5455,B787,2.48,3.98,True,
094a8aa0-8679-45a6-9aef-50bce088638e,Jamie Lee,First Officer,UA5455,A321,2.48,3.98,True,
6261c187-2be8-47a3-99f9-b1fd22d2081c,Casey Brown,Flight Attendant,UA5455,A321,2.48,3.98,True,
5feaa81c-8fbf-4076-9fc2-f70d3f247fb4,Taylor Lee,Flight Attendant,UA5455,A321,2.48,3.98,True,
a4a4e7c0-c487-4be9-a8e3-0d7d9f7cd1cf,Taylor Johnson,Flight Attendant,UA5455,A320,2.48,3.98,True,
2e09d88c-ac95-46e9-9e75-d490ce84b866,Casey Martinez,Flight Attendant,UA5455,A320,2.48,3.98,True,
9d07bf23-89c1-41c6-aa89-1f371a6cb49d,Alex Davis,Flight Attendant,UA5455,B737,2.48,3.98,True,
72d825ee-4b50-4200-8421-926d0a1b51d6,Jordan Brown,Flight Attendant,UA5455,CRJ900,2.48,3.98,True,
7a16e228-2df9-49d4-89b7-a1ebb274615c,Morgan Davis,Captain,UA953,B787,4.57,6.07,True,
e116eccc-e9da-446f-bb96-8fd42dbf60ef,Morgan Johnson,First Officer,UA953,B787,4.57,6.07,True,
9f789aba-66b6-45cf-b6f7-83ebb114bf9c,Reese Davis,Flight Attendant,UA953,A321,4.57,6.07,True,
67134e37-9c2f-48cd-9462-230439ae95f2,Jamie Lee,Flight Attendant,UA953,B737,4.57,6.07,True,
939f3416-ba68-4ffd-9c1c-bdc4aa854ec2,Morgan Martinez,Flight Attendant,UA953,A321,4.57,6.07,True,
62db1d9b-836d-4aba-a9a7-788f64f46aae,Avery Lee,Flight Attendant,UA953,A321,4.57,6.07,True,
510565ef-92f3-4ce8-84bd-373367cf439f,Jordan Brown,Flight Attendant,UA953,B737,4.57,6.07,True,
732a5fab-b1df-476b-bffa-effbbc4849ae,Reese Smith,Captain,UA4008,B787,4.15,5.65,True,
7f9347f7-9c3a-4db4-99f7-9654d09e7099,Casey Johnson,First Officer,UA4008,B737,4.15,5.65,True,
ed84bfb5-f9de-4258-9e7b-df3f1d008f58,Casey Lee,Flight Attendant,UA4008,CRJ900,4.15,5.65,True,
d5d18778-288d-4158-b1f0-1ffc976e2ff8,Casey Smith,Flight Attendant,UA4008,CRJ900,4.15,5.65,True,
f516eaf2-3bf2-429b-989f-cb1efa76ddf9,Casey Garcia,Flight Attendant,UA4008,CRJ900,4.15,5.65,True,
a3dd202d-2fdb-4fca-aeee-274968185f54,Morgan Garcia,Flight Attendant,UA4008,A320,4.15,5.65,True,
e2d0e3f4-3787-495e-872c-66f1bd574228,Reese Garcia,Flight Attendant,UA4008,A321,4.15,5.65,True,
db48c5b6-1da0-4ab8-996e-ff79f1adac02,Reese Johnson,Flight Attendant,UA4008,A321,4.15,5.65,True,
cf2bd175-155d-48be-84a8-8de251c1a48f,Avery Johnson,Captain,UA1976,CRJ900,3.17,4.67,True,
306f573d-b10b-44ec-8a14-a5a5a0c819e7,Jordan Smith,First Officer,UA1976,A320,3.17,4.67,True,
a29b3266-6bf8-41ee-85a0-311e7b164a00,Casey Martinez,Flight Attendant,UA1976,A320,3.17,4.67,True,
3aa51b2d-46ac-4376-adb9-8c2e5bed73e4,Jordan Martinez,Flight Attendant,UA1976,B787,3.17,4.67,True,
8ad40c30-4d6f-47d8-8c27-8464149a07c4,Casey Brown,Flight Attendant,UA1976,B787,3.17,4.67,True,
6226336b-4cd2-4aec-be42-208cc3f0e6f4,Reese Lee,Flight Attendant,UA1976,A320,3.17,4.67,True,
4846f6fd-d441-4974-bb5a-2f98f7f58668,Casey Brown,Flight Attendant,UA1976,CRJ900,3.17,4.67,True,
c27e0a21-8836-4c87-8b29-59c7bd50664e,Jamie Lee,Flight Attendant,UA1976,A320,3.17,4.67,True,
e94ec605-8e80-49de-8487-32fa1fab2d62,Morgan Smith,Captain,UA3349,CRJ900,3.75,5.25,True,
4ce32795-8773-489f-a9c9-8864a7593223,Jordan Davis,First Officer,UA3349,CRJ900,3.75,5.25,True,
5e30c898-01df-4c06-a9d0-7c21036913c6,Morgan Garcia,Flight Attendant,UA3349,B737,3.75,5.25,True,
7b3b6ec3-4801-4e54-a4ce-fa386ffe8fe9,Alex Smith,Flight Attendant,UA3349,A321,3.75,5.25,True,
c04e971e-ae34-45d1-8c95-e90d8745bf04,Avery Brown,Flight Attendant,UA3349,CRJ900,3.75,5.25,True,
80663a92-50c5-48bf-ab75-6d4052d46a31,Jordan Davis,Flight Attendant,UA3349,CRJ900,3.75,5.25,True,
6be8f9d8-af67-40ad-8c5b-b88fb94e55db,Reese Johnson,Captain,UA772,B787,4.83,6.33,True,
99db6fee-4299-4bef-826e-1940fd6d1181,Alex Garcia,First Officer,UA772,CRJ900,4.83,6.33,True,
29a889df-330c-472b-ac4c-f5ab3dc95a92,Alex Lee,Flight Attendant,UA772,CRJ900,4.83,6.33,True,
49d0be84-3b5d-4051-8a4c-713cdca38519,Morgan Garcia,Flight Attendant,UA772,B787,4.83,6.33,True,
f6624954-8b09-4d8a-b2c2-94b08230b2d8,Reese Martinez,Flight Attendant,UA772,A321,4.83,6.33,True,
c5cda7bf-fba9-42dc-9d63-7adb83b84421,Avery Smith,Flight Attendant,UA772,A321,4.83,6.33,True,
fc95f00a-ac3f-4652-a4ec-d2c200ddc557,Reese Davis,Flight Attendant,UA772,B737,4.83,6.33,True,
9810c432-ed18-4b4d-94fc-ca3c68750a62,Jamie Garcia,Captain,UA8131,B737,3.87,5.37,True,
ab250234-34f5-488a-b830-2a152f8d71df,Reese Johnson,First Officer,UA8131,B737,3.87,5.37,True,
439a03d7-6163-46bb-aa01-3503879e046c,Morgan Lee,Flight Attendant,UA8131,A320,3.87,5.37,True,
3648e238-2a9c-4e7e-9a01-329a38998c20,Casey Johnson,Flight Attendant,UA8131,B787,3.87,5.37,True,
01746b8f-bdb0-4cf1-a688-b9dd0896d496,Jordan Davis,Flight Attendant,UA8131,B787,3.87,5.37,True,
d321f7f8-1557-4f46-ba4c-2abaf0a0b162,Avery Martinez,Flight Attendant,UA8131,A320,3.87,5.37,True,
607d97fc-70e2-4079-a6af-f0b8a365e87b,Reese Lee,Flight Attendant,UA8131,A321,3.87,5.37,True,
c28ecc98-8752-4592-935e-235a848a6ab9,Jordan Davis,Flight Attendant,UA8131,CRJ900,3.87,5.37,True,
80758030-6647-4b9a-a4b9-9bd5aa105373,Jordan Brown,Captain,UA8917,A321,4.28,5.78,True,
d08fecb9-478f-4ca4-ab78-abed9334b421,Avery Lee,First Officer,UA8917,A321,4.28,5.78,True,
c420ba92-c409-49d9-82a1-8065029c28b4,Alex Johnson,Flight Attendant,UA8917,A320,4.28,5.78,True,
0ff97579-8cd4-45c4-8575-1d1720b18bec,Casey Davis,Flight Attendant,UA8917,B737,4.28,5.78,True,
e0071dd4-7559-47a9-ba83-fa49e527c395,Alex Lee,Flight Attendant,UA8917,A321,4.28,5.78,True,
50b72f44-24ab-478e-87f9-42cb7ab79b6b,Jamie Garcia,Flight Attendant,UA8917,A321,4.28,5.78,True,
39db1237-12dd-4744-bd8b-b6a103354ca3,Jamie Martinez,Flight Attendant,UA8917,A321,4.28,5.78,True,
c2893e16-a6d8-4837-a75c-e46e985066eb,Alex Garcia,Flight Attendant,UA8917,A321,4.28,5.78,True,
ea71f4fa-d38f-421b-bccd-6120b491c02f,Jordan Lee,Captain,UA7713,B787,3.25,4.75,True,
59271561-5ee4-4bee-bc2a-cbad4822fa77,Avery Smith,First Officer,UA7713,CRJ900,3.25,4.75,True,
2fa678f9-8e60-4ada-8a66-8c81e3cade03,Avery Brown,Flight Attendant,UA7713,A320,3.25,4.75,True,
b4e20220-71f5-487d-9818-bc789c4d7314,Casey Martinez,Flight Attendant,UA7713,CRJ900,3.25,4.75,True,
9d3d39e1-04fe-497a-b32d-3dad373ee7d5,Avery Johnson,Flight Attendant,UA7713,B787,3.25,4.75,True,
c5f03b94-8374-4b8a-8b2b-f3fe41db7b79,Avery Davis,Flight Attendant,UA7713,A320,3.25,4.75,True,
576d951a-5385-4dfc-9104-5a04b7033742,Taylor Smith,Flight Attendant,UA7713,CRJ900,3.25,4.75,True,
82a2c0e3-b283-40e2-a878-c7a6e24b9a90,Avery Garcia,Flight Attendant,UA7713,CRJ900,3.25,4.75,True,
0a856b97-2739-4a60-aa12-c5b83986170b,Taylor Davis,Captain,UA5913,A321,3.22,4.72,True,
8e37dab2-314a-45fe-858e-54eec470c2b4,Jamie Lee,First Officer,UA5913,A321,3.22,4.72,True,
9bbb5f1e-86cc-4a3f-ad62-17c5327b0584,Morgan Brown,Flight Attendant,UA5913,A321,3.22,4.72,True,
18298723-a82c-4a55-87a0-e4318688a4e0,Taylor Lee,Flight Attendant,UA5913,B737,3.22,4.72,True,
0a7b05bc-56d3-4e2f-81fa-bfe7eb2c8c12,Jamie Smith,Flight Attendant,UA5913,A320,3.22,4.72,True,
9c4f5fb0-54a0-40c4-8261-3a1998011b57,Jamie Martinez,Captain,UA6758,A320,2.25,3.75,True,
7c70fdc4-87c4-46d2-a232-e54f982b77f9,Jordan Lee,First Officer,UA6758,CRJ900,2.25,3.75,True,
305d12b3-cbf9-4594-bb1d-51637be6d706,Jamie Johnson,Flight Attendant,UA6758,B737,2.25,3.75,True,
92ed2c0b-427c-4556-b86d-1673b96c31df,Avery Johnson,Flight Attendant,UA6758,A320,2.25,3.75,True,
da7204c8-ce9f-4569-b3ea-f32ea506b8aa,Avery Davis,Flight Attendant,UA6758,A321,2.25,3.75,True,
7a16e228-2df9-49d4-89b7-a1ebb274615c,Morgan Davis,Captain,UA4920,B737,6.65,9.65,True,
e116eccc-e9da-446f-bb96-8fd42dbf60ef,Morgan Johnson,First Officer,UA4920,CRJ900,6.65,9.65,True,
922cf7d8-929c-4d5c-9a66-5293a8b576ba,Reese Martinez,Flight Attendant,UA4920,B737,6.28,9.28,True,
e16f0346-4989-4bb6-812c-962e135354da,Morgan Smith,Flight Attendant,UA4920,A321,6.28,9.28,True,
c41428f4-9d1e-4aa6-b188-3bb38bedb833,Alex Brown,Flight Attendant,UA4920,B787,6.28,9.28,True,
9c4f5fb0-54a0-40c4-8261-3a1998011b57,Jamie Martinez,Captain,UA7071,A320,6.62,9.62,True,
